price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
7473489,8825,4,1,3,yes,no,yes,no,no,2,yes,unfurnished
7660793,10943,4,4,2,yes,no,no,no,no,1,no,unfurnished
5471333,4981,3,5,1,yes,no,no,no,yes,0,no,furnished
6812685,5769,6,2,2,no,no,no,no,no,3,yes,semi-furnished
5349229,6247,2,4,3,yes,no,no,no,no,1,yes,semi-furnished
8395552,11553,1,3,1,yes,no,no,yes,yes,1,yes,unfurnished
5477928,5427,4,5,2,no,no,no,no,no,1,no,semi-furnished
8036846,14461,2,1,2,no,no,yes,no,no,0,no,furnished
7205060,7135,4,5,2,yes,no,no,no,no,1,yes,semi-furnished
5229190,6573,3,2,4,yes,no,no,no,no,1,no,unfurnished
6881057,5131,2,1,2,yes,no,no,no,yes,2,yes,unfurnished
7832292,10900,6,2,2,yes,no,yes,no,yes,0,no,unfurnished
10268061,14731,6,2,3,no,no,no,no,yes,2,no,unfurnished
8398825,8189,5,3,3,no,no,yes,no,yes,2,yes,furnished
8715813,11878,1,4,3,yes,no,no,yes,yes,2,no,semi-furnished
9224456,12087,1,3,3,yes,no,yes,no,yes,2,no,semi-furnished
11797705,14667,4,3,4,yes,no,yes,no,yes,3,yes,unfurnished
5625035,5535,1,3,3,yes,no,no,no,no,1,no,furnished
5369610,3776,5,1,3,yes,no,yes,yes,no,2,yes,semi-furnished
9866604,10311,6,4,3,yes,yes,no,no,yes,0,no,semi-furnished
9027338,12180,2,4,2,yes,yes,yes,no,yes,1,no,semi-furnished
9505806,13451,2,1,4,yes,no,yes,no,yes,2,yes,semi-furnished
10232907,13435,6,3,3,no,no,yes,yes,no,2,no,semi-furnished
7197560,8697,3,3,2,yes,no,no,no,yes,0,yes,semi-furnished
6088292,9386,6,2,1,yes,yes,no,no,no,3,no,unfurnished
3809222,1662,2,2,4,yes,no,yes,no,no,0,no,semi-furnished
8612156,9671,4,5,3,yes,no,yes,no,no,3,no,semi-furnished
8874079,9044,5,2,2,yes,no,no,no,no,3,yes,unfurnished
6549504,5218,6,4,1,yes,no,no,no,no,3,no,furnished
7004840,10615,3,1,1,no,no,no,yes,yes,2,no,semi-furnished
6762725,6060,4,3,2,yes,no,no,no,yes,2,no,semi-furnished
11285901,11900,6,5,2,yes,yes,yes,no,yes,3,yes,furnished
10975113,12367,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
7253807,6874,6,5,2,no,yes,no,no,no,2,no,semi-furnished
6198006,6581,4,1,3,yes,no,no,no,yes,3,no,semi-furnished
8228391,13006,1,1,1,yes,no,no,no,yes,2,no,semi-furnished
6367519,3014,4,5,3,yes,yes,yes,no,no,3,no,furnished
6271046,4789,1,5,3,yes,no,yes,no,yes,2,yes,furnished
9631803,13997,2,5,3,yes,no,no,no,no,0,no,semi-furnished
7525030,11635,1,3,1,yes,yes,no,no,no,3,no,unfurnished
8481348,10103,4,4,1,yes,no,yes,yes,no,3,no,furnished
8847654,14648,5,2,1,yes,no,yes,yes,no,0,no,semi-furnished
6774491,8148,5,2,2,yes,no,no,no,no,1,no,unfurnished
7065910,8766,2,2,3,no,yes,yes,no,no,3,yes,furnished
8474824,12405,4,5,4,no,no,no,no,no,1,no,furnished
3877604,3364,1,5,2,yes,no,no,no,yes,0,no,semi-furnished
6107872,4629,5,5,2,no,no,no,no,yes,3,yes,furnished
7242032,6919,6,3,4,yes,no,no,no,no,1,no,furnished
7337977,6675,3,3,3,yes,yes,no,no,yes,3,no,semi-furnished
10707048,12664,4,3,4,yes,no,no,no,yes,3,yes,furnished
7101356,9872,6,3,1,no,no,no,no,no,2,no,semi-furnished
10328979,14621,6,1,3,yes,no,no,no,yes,1,no,furnished
7575650,7638,4,3,2,yes,no,yes,no,yes,2,no,semi-furnished
5324674,5651,3,3,1,no,no,no,no,no,2,no,semi-furnished
4957816,1609,5,3,1,yes,no,no,no,no,1,no,semi-furnished
6594414,8940,3,2,2,yes,no,no,yes,yes,1,no,unfurnished
8614149,11348,2,2,4,yes,yes,no,no,no,2,no,semi-furnished
4198035,4866,1,2,1,yes,no,no,no,yes,3,no,furnished
2417263,1371,1,4,1,yes,no,no,no,no,3,no,semi-furnished
7424477,7998,6,1,3,yes,yes,yes,no,yes,0,no,furnished
6347765,1615,5,5,3,yes,yes,yes,no,yes,3,no,furnished
7033971,7911,3,3,2,yes,no,yes,no,yes,1,no,furnished
7254628,7010,6,2,2,yes,no,no,yes,yes,1,no,furnished
3902386,3253,4,1,2,yes,no,yes,no,yes,0,yes,furnished
8073111,5942,6,3,4,yes,yes,yes,yes,no,1,yes,unfurnished
10168348,13330,4,4,1,yes,no,yes,no,yes,2,yes,furnished
4527567,1864,4,5,2,yes,yes,no,yes,yes,0,yes,furnished
4622645,2268,2,3,3,yes,yes,no,no,yes,0,yes,unfurnished
7886316,8454,2,5,1,no,yes,yes,yes,yes,3,yes,semi-furnished
10681019,14666,4,3,2,no,no,yes,no,no,3,no,furnished
8103156,9976,5,4,1,yes,no,no,no,yes,2,no,furnished
4308130,5571,2,1,1,no,yes,no,no,yes,2,no,semi-furnished
9270441,13370,2,5,1,yes,yes,no,no,no,3,no,furnished
7315288,6229,1,5,2,yes,no,no,no,yes,3,no,unfurnished
6713585,3237,6,1,1,yes,no,no,no,yes,2,yes,semi-furnished
5185500,5054,1,5,1,yes,no,no,no,yes,3,no,semi-furnished
9335265,14087,5,2,1,yes,no,yes,no,yes,0,no,unfurnished
3261898,1935,2,1,3,yes,no,no,yes,no,2,no,semi-furnished
9392571,13172,2,4,2,yes,no,yes,yes,yes,3,no,furnished
8741068,7394,3,3,4,yes,no,yes,no,yes,1,yes,semi-furnished
8341236,8891,5,3,3,yes,no,no,no,no,1,no,semi-furnished
8612577,11530,6,1,1,yes,no,yes,no,yes,2,no,semi-furnished
10286679,14956,6,2,1,yes,no,no,yes,yes,1,no,unfurnished
6573117,1325,6,4,4,yes,yes,yes,no,yes,1,yes,unfurnished
8140750,10726,5,3,4,no,no,no,yes,yes,0,no,furnished
9250608,12672,3,3,3,yes,no,no,no,yes,2,no,furnished
6670863,8774,3,2,1,yes,no,yes,no,yes,1,no,unfurnished
6444445,4861,1,5,4,yes,no,no,no,yes,3,no,unfurnished
5560665,2985,5,1,3,no,no,yes,no,yes,2,no,furnished
7226146,5932,5,2,4,yes,no,no,yes,yes,2,no,semi-furnished
4737471,5603,3,2,1,yes,yes,no,no,no,1,no,semi-furnished
4838200,3778,4,2,1,yes,no,no,no,no,1,yes,semi-furnished
8224818,10462,4,2,1,yes,no,no,no,yes,0,yes,furnished
8118910,9832,1,5,1,no,yes,yes,yes,yes,3,no,unfurnished
9997631,13895,4,4,2,yes,no,no,no,yes,0,yes,semi-furnished
6130390,8754,4,2,2,no,no,no,no,yes,0,no,semi-furnished
6037073,5078,4,2,2,yes,no,yes,no,yes,3,no,furnished
9107774,13853,2,1,3,yes,no,no,no,yes,1,yes,unfurnished
3912387,2367,1,3,3,no,no,no,no,yes,0,no,furnished
7304040,5042,3,5,4,yes,no,no,no,yes,2,no,semi-furnished
5006266,3575,4,2,4,yes,no,no,no,no,0,no,semi-furnished
9856528,7754,6,4,3,yes,yes,yes,yes,yes,3,yes,semi-furnished
10281740,12795,2,4,4,yes,no,no,no,yes,0,yes,furnished
5248566,2581,4,4,3,yes,no,yes,no,yes,0,no,semi-furnished
4713006,2986,2,1,2,yes,no,yes,yes,no,2,yes,unfurnished
4757445,3240,1,4,3,yes,no,yes,no,yes,3,yes,semi-furnished
7031720,4966,6,1,3,yes,yes,yes,no,yes,2,no,furnished
10698049,11297,6,5,4,yes,no,yes,no,no,1,yes,unfurnished
7800946,8604,6,4,4,no,no,yes,no,no,3,no,semi-furnished
8160541,9320,4,3,3,yes,yes,no,no,no,0,no,semi-furnished
5135366,6968,2,2,1,yes,yes,no,no,no,2,no,unfurnished
10817401,13993,6,5,4,yes,no,no,no,no,2,yes,semi-furnished
11937095,13188,5,3,3,yes,yes,yes,no,yes,3,yes,semi-furnished
9797762,10043,5,5,4,yes,no,yes,no,yes,2,no,semi-furnished
7936942,8493,2,4,1,yes,yes,yes,no,no,3,yes,semi-furnished
6091068,5103,4,5,4,yes,no,no,no,no,1,no,semi-furnished
5368028,3076,4,5,3,no,no,no,no,no,3,no,semi-furnished
5777459,6231,1,5,3,yes,no,yes,no,no,3,no,furnished
3879261,3994,1,1,1,yes,yes,no,no,no,1,no,furnished
5762087,4744,6,3,3,no,no,yes,no,no,1,yes,unfurnished
9175856,14986,3,4,1,yes,no,no,yes,no,0,no,unfurnished
8286960,11948,1,2,3,yes,no,no,no,yes,2,no,semi-furnished
7103511,6594,4,4,3,yes,no,yes,no,yes,1,no,semi-furnished
7288430,8531,3,4,4,no,no,no,no,yes,1,no,furnished
6305566,8371,1,1,4,yes,no,no,no,no,2,no,semi-furnished
3171330,2644,2,1,1,yes,no,no,no,no,2,no,furnished
9907205,13563,5,5,4,yes,no,no,no,no,0,no,semi-furnished
4699079,4144,1,4,2,yes,yes,yes,no,yes,0,no,unfurnished
10051089,14990,1,3,1,no,yes,yes,no,yes,3,yes,unfurnished
3591347,1242,2,1,2,no,no,yes,yes,yes,0,no,unfurnished
4837634,5085,4,1,1,yes,yes,yes,no,no,1,no,unfurnished
7506958,8954,6,3,2,yes,no,yes,no,no,1,no,furnished
5488941,8269,2,1,4,yes,no,no,no,yes,2,no,furnished
8104248,8130,6,3,4,yes,no,yes,no,yes,0,no,semi-furnished
6593447,7828,1,2,3,yes,no,yes,no,yes,3,no,semi-furnished
7365169,9362,4,3,2,yes,no,yes,no,no,3,no,semi-furnished
7732961,9844,3,2,3,yes,no,yes,yes,no,3,yes,furnished
6058929,7331,1,5,1,yes,no,no,yes,yes,3,no,unfurnished
4507851,4512,2,5,2,yes,no,no,no,no,2,no,furnished
8883695,14397,3,1,3,no,no,no,yes,yes,0,yes,semi-furnished
4487095,2499,5,3,1,yes,no,yes,no,no,0,no,furnished
8546722,11291,3,1,2,yes,yes,no,no,yes,0,yes,furnished
4684675,3158,2,3,3,yes,yes,yes,no,yes,0,no,semi-furnished
7372407,11164,3,1,2,yes,no,yes,no,no,3,no,semi-furnished
9901438,13117,2,5,2,yes,no,no,no,yes,3,no,semi-furnished
4809012,6162,1,5,3,yes,no,no,no,yes,2,no,furnished
10064656,11450,4,1,4,yes,no,yes,no,yes,2,yes,semi-furnished
7180905,5039,5,3,4,yes,no,no,no,no,3,no,furnished
5199368,3035,4,4,3,yes,no,no,no,no,1,yes,unfurnished
9331454,12463,4,3,1,yes,yes,no,no,yes,0,yes,unfurnished
8693714,8977,4,1,3,yes,no,no,yes,no,2,yes,semi-furnished
4279654,1857,2,3,3,no,yes,yes,no,no,3,no,semi-furnished
4178474,4823,2,2,2,yes,no,yes,no,yes,0,no,semi-furnished
7523798,7770,5,3,4,yes,no,no,no,no,0,yes,unfurnished
8129284,10241,2,5,4,yes,no,no,no,yes,3,no,semi-furnished
11430953,13182,6,5,4,yes,yes,yes,yes,yes,1,no,furnished
4130498,1298,2,2,4,yes,no,yes,no,yes,1,yes,semi-furnished
7667628,8244,2,3,3,yes,no,no,no,no,2,yes,unfurnished
4105195,1923,2,4,2,yes,no,no,no,no,3,no,semi-furnished
6392200,5232,1,3,4,yes,no,no,no,yes,2,yes,furnished
10119206,14331,5,5,4,no,no,no,no,no,1,yes,semi-furnished
7089944,5306,6,5,2,yes,yes,yes,no,no,2,no,unfurnished
3711114,3799,2,1,3,no,no,no,no,yes,2,yes,unfurnished
10782315,14862,5,5,3,yes,yes,yes,no,no,1,no,semi-furnished
6760277,7578,3,1,3,yes,yes,no,no,yes,0,no,unfurnished
5328256,5875,1,5,4,yes,no,no,no,no,0,no,furnished
6925436,6326,2,5,4,yes,no,yes,no,no,1,yes,furnished
11897812,13254,6,4,4,no,yes,yes,no,yes,0,yes,furnished
7484671,7582,1,1,3,yes,yes,no,no,yes,3,yes,semi-furnished
10611753,13237,6,1,4,no,no,yes,no,yes,0,yes,semi-furnished
4359888,2802,1,5,1,yes,no,yes,no,yes,1,no,semi-furnished
8386467,11905,3,1,2,no,yes,yes,no,yes,3,no,semi-furnished
10976423,14353,5,5,1,yes,yes,no,no,yes,2,no,semi-furnished
8793319,13698,1,5,1,yes,no,no,no,yes,1,no,semi-furnished
8903551,12045,4,3,4,yes,no,no,no,yes,1,no,unfurnished
2541899,3657,3,1,2,yes,no,no,no,no,0,no,furnished
9467288,13714,4,2,1,yes,no,no,no,yes,3,no,semi-furnished
5717284,4346,3,1,3,yes,no,no,no,yes,1,no,unfurnished
7329933,10663,4,1,3,no,no,no,no,yes,3,no,unfurnished
5876619,3949,4,4,3,yes,yes,no,no,no,3,no,unfurnished
4278156,1941,6,2,3,no,no,no,no,yes,0,no,furnished
5170687,2907,1,2,2,no,yes,yes,no,yes,1,yes,unfurnished
7031331,5837,1,4,3,yes,no,no,no,yes,3,yes,furnished
10491491,14680,3,4,2,yes,yes,no,no,yes,3,no,furnished
6838395,9105,5,1,2,yes,no,yes,no,no,2,no,furnished
5352440,2243,6,3,2,yes,no,yes,no,no,0,no,semi-furnished
6866592,6696,1,4,2,no,no,yes,no,yes,1,yes,semi-furnished
10127721,14543,1,2,4,yes,no,no,no,yes,3,yes,furnished
9942075,13615,6,2,1,yes,no,yes,no,yes,0,no,semi-furnished
4578392,2466,2,1,4,yes,no,no,no,no,1,yes,semi-furnished
6332227,4957,6,3,1,yes,no,yes,no,yes,3,no,unfurnished
5454890,2966,1,5,4,yes,yes,no,no,no,1,yes,semi-furnished
5354559,1375,5,4,3,yes,yes,yes,no,yes,1,yes,semi-furnished
3990238,1262,2,4,2,no,yes,no,no,yes,0,yes,furnished
5983645,5362,4,1,3,yes,no,no,no,yes,0,yes,furnished
7343986,7502,6,3,3,yes,no,no,no,yes,2,no,semi-furnished
7749429,12580,4,2,3,no,no,no,no,no,2,no,furnished
9041184,12587,2,2,4,yes,no,no,no,yes,2,yes,unfurnished
8079099,11136,2,5,3,yes,no,no,no,yes,3,no,furnished
6005956,8833,2,2,2,yes,no,no,no,yes,2,no,unfurnished
5505463,2893,3,4,2,yes,no,no,no,yes,1,yes,furnished
8109437,9106,6,5,1,yes,no,no,no,no,0,no,semi-furnished
10652955,12826,5,3,4,yes,yes,no,no,yes,1,no,unfurnished
6381993,2652,5,5,2,yes,no,no,yes,yes,0,no,semi-furnished
7115849,6540,4,3,2,yes,no,no,no,yes,0,yes,semi-furnished
9797709,13333,4,2,4,yes,no,yes,no,yes,1,no,furnished
6450239,4892,4,1,3,yes,no,no,no,yes,1,yes,semi-furnished
5208283,1599,6,5,2,no,no,yes,no,yes,3,no,furnished
6225971,5815,1,5,3,no,no,no,no,no,0,yes,furnished
5406986,2912,4,4,2,yes,no,yes,yes,no,2,no,unfurnished
9058991,10484,2,4,1,yes,no,no,no,yes,3,no,unfurnished
8610431,9792,4,3,3,yes,yes,yes,no,no,2,yes,unfurnished
7575967,9572,2,1,2,yes,yes,yes,no,yes,3,no,semi-furnished
6328334,5213,3,4,4,yes,no,no,no,no,0,yes,furnished
5877879,4637,1,4,4,yes,yes,no,yes,no,1,no,unfurnished
7229137,11355,1,2,4,yes,no,yes,no,no,1,no,unfurnished
9579993,13547,6,2,2,no,no,no,no,yes,0,no,unfurnished
9769343,10290,6,4,3,yes,yes,no,yes,yes,1,no,semi-furnished
5709094,6599,5,3,1,yes,no,no,no,no,0,no,semi-furnished
4550683,7448,3,1,1,yes,no,yes,yes,no,0,no,unfurnished
10806034,9557,6,4,2,yes,yes,yes,no,yes,0,yes,semi-furnished
10397369,14945,2,3,2,yes,no,no,no,yes,3,yes,semi-furnished
8163738,11762,3,3,2,yes,no,no,no,no,1,yes,semi-furnished
9023020,12611,1,4,3,yes,no,yes,no,yes,3,no,furnished
11142125,14749,2,3,4,yes,no,yes,no,yes,2,yes,unfurnished
7397925,8382,3,5,3,no,yes,no,no,yes,0,no,unfurnished
7420135,11668,1,3,3,no,no,no,yes,no,1,yes,semi-furnished
9300848,9982,6,4,2,no,yes,no,no,no,2,yes,furnished
4366145,4569,2,3,1,yes,yes,no,no,no,0,no,furnished
6546128,8707,2,4,3,yes,no,no,no,yes,2,no,semi-furnished
3966992,1746,1,2,1,yes,yes,no,no,yes,3,no,unfurnished
7240941,9504,2,4,2,yes,yes,no,yes,no,3,no,semi-furnished
7091266,5633,6,3,3,yes,no,yes,no,no,1,yes,semi-furnished
5697875,1920,6,4,4,yes,no,yes,no,yes,2,no,semi-furnished
8618143,10269,6,1,4,yes,yes,no,no,no,2,no,unfurnished
8992748,14778,1,4,3,yes,no,no,no,no,3,no,unfurnished
8924256,8008,4,4,4,yes,yes,no,no,yes,3,yes,unfurnished
9026687,12021,4,1,3,yes,no,yes,no,no,1,no,furnished
4886633,3381,2,1,4,no,no,no,no,yes,0,yes,furnished
4645900,4618,6,1,2,no,no,no,no,yes,1,no,furnished
9709709,9989,2,5,4,yes,no,yes,no,yes,3,yes,unfurnished
6252796,5443,1,4,4,no,yes,yes,yes,yes,1,no,semi-furnished
3679028,1272,2,1,2,yes,yes,yes,no,no,0,yes,furnished
8810546,12202,5,1,2,yes,no,no,no,yes,3,no,furnished
8177170,14007,4,2,4,no,no,no,no,no,0,no,furnished
4711958,2773,2,5,1,yes,no,yes,no,no,1,no,semi-furnished
4136306,3547,2,4,1,no,no,yes,no,no,0,no,unfurnished
5376669,4164,3,3,3,yes,yes,no,yes,no,3,no,unfurnished
6367393,5780,2,5,4,yes,no,no,yes,yes,3,no,semi-furnished
10176620,13909,5,5,3,yes,no,no,no,yes,0,no,semi-furnished
2436684,1946,4,2,2,yes,no,no,no,no,1,no,furnished
8147803,11857,3,4,4,yes,no,no,no,no,1,no,furnished
4498314,1506,1,4,2,yes,no,yes,no,yes,1,yes,semi-furnished
9917928,14870,1,1,4,yes,no,yes,no,yes,1,yes,unfurnished
5833992,7719,4,1,4,yes,no,no,no,no,2,yes,semi-furnished
8747510,9435,1,5,2,yes,no,no,no,yes,2,yes,furnished
8076292,9697,5,2,4,yes,no,no,no,yes,0,yes,unfurnished
10735289,13709,2,4,4,yes,yes,yes,no,yes,2,no,unfurnished
10543777,12350,4,2,3,yes,no,yes,no,no,2,yes,unfurnished
6503039,7360,3,3,2,yes,no,no,no,yes,2,no,unfurnished
7897207,8657,2,4,1,yes,no,yes,no,yes,0,yes,unfurnished
5472274,4590,1,1,1,yes,yes,no,yes,yes,2,yes,furnished
7301832,11064,1,5,4,no,no,no,no,yes,1,no,semi-furnished
10028556,12985,3,2,3,yes,no,yes,no,yes,1,yes,unfurnished
3445264,2192,5,1,4,yes,no,no,yes,no,0,no,unfurnished
10161237,13617,3,5,3,yes,yes,yes,no,yes,0,no,furnished
8818757,13937,4,1,4,yes,no,no,no,no,0,no,semi-furnished
4699573,2464,3,4,1,yes,no,no,no,yes,3,yes,furnished
2661298,1390,1,2,2,yes,no,yes,no,no,2,no,unfurnished
6924196,6615,5,3,3,yes,yes,no,no,yes,0,no,semi-furnished
9873553,13668,5,1,4,yes,no,no,no,no,0,yes,furnished
9771382,12569,6,2,4,yes,no,yes,no,no,0,no,unfurnished
10837807,14029,3,4,3,yes,yes,yes,no,no,1,no,furnished
6515054,7106,4,1,3,yes,yes,no,no,yes,0,no,semi-furnished
9035014,14107,1,4,1,yes,no,no,yes,yes,1,no,furnished
9112918,9864,2,3,3,yes,no,no,no,yes,1,yes,semi-furnished
6382640,3560,5,3,4,no,yes,no,no,yes,3,yes,unfurnished
6870417,6867,3,5,1,yes,no,no,no,no,0,no,semi-furnished
5658334,2211,6,5,1,no,no,no,no,yes,3,no,unfurnished
8180318,10121,4,5,2,yes,no,yes,yes,no,0,no,semi-furnished
5214144,2539,4,4,2,yes,no,yes,no,yes,2,yes,unfurnished
6960099,10104,1,5,2,no,no,no,no,no,0,yes,unfurnished
3363220,1643,5,2,3,yes,no,yes,no,no,0,no,furnished
8656767,13714,1,4,1,yes,no,no,no,yes,0,no,unfurnished
9844913,9693,6,4,3,yes,no,no,no,yes,0,no,unfurnished
6859296,9921,2,5,1,yes,no,no,no,no,0,no,semi-furnished
5480787,2283,2,5,4,yes,no,yes,no,no,0,yes,semi-furnished
6448348,8680,2,4,3,no,no,no,no,no,3,no,semi-furnished
9420316,11310,4,3,1,yes,no,yes,no,yes,2,no,semi-furnished
8132662,8345,5,3,2,yes,yes,yes,no,no,3,yes,unfurnished
9767792,13744,1,5,2,yes,yes,no,no,yes,2,no,unfurnished
5362685,5386,1,3,4,yes,no,yes,no,yes,3,no,semi-furnished
10309223,13028,6,2,3,no,yes,no,no,no,3,no,semi-furnished
3534671,1919,2,2,1,yes,yes,no,no,yes,0,no,furnished
10365209,13242,5,2,2,yes,no,yes,no,yes,3,no,furnished
6311655,3339,5,4,1,yes,no,no,no,yes,2,yes,furnished
8584244,9947,6,4,3,yes,no,yes,no,yes,1,no,unfurnished
9124595,14946,3,4,2,no,no,no,no,yes,2,no,unfurnished
9078670,6930,5,4,4,yes,no,yes,no,yes,3,yes,furnished
7463131,6402,5,4,4,yes,no,no,no,yes,1,no,unfurnished
5339835,6663,1,5,3,no,no,no,no,no,0,no,semi-furnished
9553054,11061,6,3,3,yes,yes,no,no,no,1,no,semi-furnished
10299978,13664,5,5,1,yes,no,yes,no,yes,0,no,furnished
6860482,6275,5,3,4,yes,no,no,yes,yes,2,no,semi-furnished
3144535,1507,1,5,3,yes,yes,no,no,no,1,no,semi-furnished
5501692,2436,5,2,3,yes,no,no,yes,yes,1,no,semi-furnished
7430882,11767,1,1,4,no,no,no,no,no,1,yes,unfurnished
8328982,12618,3,4,1,yes,yes,no,no,yes,0,no,semi-furnished
6729087,9750,4,1,1,yes,yes,yes,yes,no,0,no,semi-furnished
6194506,8354,1,1,4,yes,no,yes,yes,no,2,no,unfurnished
8432731,12294,1,2,4,yes,yes,no,no,no,2,no,unfurnished
7376159,5516,5,1,4,yes,no,yes,no,yes,3,no,furnished
9263900,14840,1,1,4,yes,no,no,no,yes,0,no,semi-furnished
6122339,4622,6,2,4,yes,no,yes,no,yes,2,no,unfurnished
4977861,5399,2,3,3,no,yes,no,no,no,1,no,semi-furnished
6265693,6037,2,5,2,yes,no,yes,no,yes,1,no,unfurnished
9340013,13249,3,1,4,yes,yes,no,yes,yes,1,no,semi-furnished
7835949,9111,1,4,2,yes,yes,yes,yes,no,2,no,unfurnished
5792650,4715,6,2,1,no,no,yes,no,no,1,no,semi-furnished
8498741,8837,5,1,3,yes,yes,no,no,yes,1,no,semi-furnished
5327262,2301,5,3,2,yes,no,no,no,yes,0,yes,unfurnished
8194185,8370,4,3,1,yes,yes,no,no,yes,0,yes,semi-furnished
6716148,6185,3,4,1,yes,no,yes,no,no,2,yes,semi-furnished
4801325,3155,6,1,1,no,no,yes,no,yes,0,yes,furnished
7250233,7411,6,4,4,no,no,no,no,yes,3,no,unfurnished
7142459,7365,5,3,3,yes,no,yes,no,yes,2,no,unfurnished
10561071,14841,4,3,1,no,no,no,no,yes,3,yes,furnished
6282661,1692,5,5,4,yes,no,yes,no,yes,3,no,furnished
9842062,13542,4,3,2,yes,no,yes,no,no,2,no,furnished
3715836,2478,2,2,3,yes,no,no,no,no,0,no,furnished
8408720,7396,6,5,2,yes,yes,no,no,no,0,no,semi-furnished
7567819,9448,2,4,2,no,no,yes,no,yes,2,no,semi-furnished
9415807,11622,5,3,4,yes,no,yes,no,no,3,no,furnished
4354605,1441,3,2,2,yes,yes,yes,no,yes,2,yes,furnished
8619667,11073,1,5,3,no,yes,no,no,no,2,yes,semi-furnished
5148521,3646,3,2,2,yes,no,yes,yes,yes,1,yes,furnished
7440830,6209,3,5,4,yes,no,yes,no,yes,1,yes,furnished
9751378,13012,1,5,1,yes,no,yes,no,yes,3,yes,furnished
7799912,7533,6,5,4,no,no,yes,no,no,0,no,furnished
5690157,5677,2,4,1,yes,no,no,no,no,1,yes,semi-furnished
7636588,8211,2,5,2,no,no,yes,no,yes,1,no,unfurnished
9342478,10927,6,5,1,yes,no,no,no,yes,3,no,semi-furnished
7885511,12927,1,2,4,yes,no,yes,no,no,2,no,furnished
5451610,3645,4,5,4,no,yes,no,no,no,1,yes,semi-furnished
7101115,9210,3,4,3,yes,yes,no,no,yes,0,no,semi-furnished
9354363,10316,5,2,3,yes,no,yes,no,yes,3,no,unfurnished
8519671,13177,2,5,1,no,no,no,yes,no,1,no,semi-furnished
9484965,11846,6,2,1,yes,no,no,no,yes,3,yes,furnished
9285616,8933,5,4,3,yes,yes,yes,no,yes,1,yes,unfurnished
5375620,6476,1,2,2,yes,no,no,no,yes,1,no,furnished
10143698,14853,5,4,3,yes,no,no,no,no,3,no,semi-furnished
7913065,8928,5,3,2,yes,yes,yes,no,yes,0,no,semi-furnished
5128655,3080,3,5,1,yes,no,yes,no,yes,0,no,semi-furnished
5857404,7089,1,4,1,no,no,no,no,yes,2,no,furnished
9600284,8396,5,5,4,yes,yes,yes,no,yes,1,yes,semi-furnished
7668665,10739,2,4,4,yes,no,no,no,yes,2,no,semi-furnished
6761663,8797,1,1,2,yes,no,yes,no,no,3,yes,semi-furnished
3167935,1861,2,1,2,yes,no,no,no,yes,2,no,semi-furnished
8098777,9346,6,1,3,yes,no,no,no,no,3,yes,furnished
6354785,4494,6,4,2,yes,no,no,no,yes,0,no,semi-furnished
5590830,1904,4,5,1,yes,no,no,no,yes,3,yes,semi-furnished
3375933,2269,6,1,1,no,no,no,no,yes,3,no,furnished
5620318,1404,5,5,1,yes,yes,yes,no,yes,2,yes,semi-furnished
8190915,10035,1,4,4,yes,no,yes,no,yes,1,no,semi-furnished
9877160,10974,6,5,2,yes,no,no,no,no,2,yes,semi-furnished
7196850,10756,2,5,2,no,no,no,no,no,0,no,unfurnished
4934902,2184,5,1,4,no,no,yes,no,yes,0,yes,unfurnished
8160567,9938,6,2,4,yes,no,no,no,no,0,no,furnished
4548453,2725,3,3,4,yes,no,yes,no,no,1,no,semi-furnished
8796970,12380,2,4,1,yes,no,no,no,yes,2,no,furnished
7851223,9462,2,4,2,yes,yes,yes,no,yes,3,no,furnished
9793314,14057,4,4,3,yes,no,no,yes,no,3,no,furnished
5598517,6811,3,3,3,no,no,no,no,no,1,no,unfurnished
7137868,6606,4,2,2,yes,yes,yes,no,no,0,no,unfurnished
6950003,4956,6,5,2,yes,yes,no,no,no,1,yes,unfurnished
4198025,1171,3,4,4,yes,yes,yes,no,no,3,no,semi-furnished
8057565,9465,2,5,4,yes,yes,no,no,yes,0,no,furnished
5162283,3306,4,1,1,yes,no,yes,no,yes,1,yes,furnished
8340075,10350,5,1,4,yes,no,no,no,yes,3,no,furnished
9376173,10898,3,1,2,yes,yes,yes,no,no,3,yes,semi-furnished
7328057,10963,2,4,1,no,no,no,no,no,1,yes,semi-furnished
4089815,1421,1,3,3,yes,yes,no,no,no,3,yes,semi-furnished
7241547,6540,3,4,2,yes,no,yes,yes,yes,2,no,unfurnished
7395772,10401,3,1,3,no,no,yes,no,no,2,no,semi-furnished
7096837,5675,6,1,2,yes,yes,yes,no,no,0,no,semi-furnished
8515558,10082,5,4,2,no,no,no,no,yes,2,yes,unfurnished
10411231,14009,6,3,1,no,yes,no,no,yes,2,no,semi-furnished
8757976,12459,3,3,1,yes,no,no,no,yes,1,no,unfurnished
11739377,14168,3,5,4,no,yes,yes,no,yes,0,yes,furnished
10515280,14409,5,2,2,yes,yes,yes,no,yes,1,no,unfurnished
7967986,7748,5,1,2,yes,no,yes,no,no,1,yes,semi-furnished
6607947,7103,4,3,1,yes,no,no,no,no,2,no,furnished
3765718,2473,2,1,3,no,no,yes,no,no,2,no,furnished
4809708,4243,2,2,4,yes,no,yes,no,no,3,no,furnished
